Case Number,Address,Parcel,Establishment Name,Code Number,Code Description,Case Open Date,Case Closed Date,Date Cited,Date Corrected,Code Case Status,geocoded_column
187903,"1759 Massachusetts Ave, Cambridge, MA 02140",154-111,ONE,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",08/01/2022 12:00:00 AM,09/07/2022 12:00:00 AM,08/01/2022 12:00:00 AM,08/25/2022 12:00:00 AM,Complete,POINT (-71.119174 42.385177)
179922,"1440 Massachusetts Ave, Cambridge, MA 02138",169-99,Pokeworks,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",06/08/2022 12:00:00 AM,09/28/2022 12:00:00 AM,06/08/2022 12:00:00 AM,07/05/2022 12:00:00 AM,Complete,POINT (-71.119077 42.374314)
249524,"250 Monsignor Obrien Hwy, Cambridge, MA 02141",22-109,Holiday Inn Express - Cambridge,,,11/14/2023 12:00:00 AM,11/14/2023 12:00:00 AM,11/14/2023 12:00:00 AM,,Complete,POINT (-71.081524 42.373264)
241433,"56 Jfk St, Cambridge, MA 02138",162-36,Orinoco: A Latin Kitchen,4-101.19 ,Nonfood-Contact Surfaces (C),08/31/2023 12:00:00 AM,09/14/2023 12:00:00 AM,08/31/2023 12:00:00 AM,09/14/2023 12:00:00 AM,Complete,POINT (-71.120616 42.371797)
209563,"66 Winthrop St, Cambridge, MA 02138",162-31,Universiy Lutheran Church,6-501.114 ,"Maintaining Premises, Unnecessary Items and Litter",02/01/2023 12:00:00 AM,02/08/2023 12:00:00 AM,02/01/2023 12:00:00 AM,02/08/2023 12:00:00 AM,Complete,POINT (-71.120079 42.371832)
248053,"541 Massachusetts Ave, Cambridge, MA 02139",90-155,Revolutionary Clinic,,,10/30/2023 12:00:00 AM,10/31/2023 12:00:00 AM,10/30/2023 12:00:00 AM,,Complete,POINT (-71.102114 42.364635)
235049,,,Gately,,,07/27/2023 12:00:00 AM,07/27/2023 12:00:00 AM,07/27/2023 12:00:00 AM,,Complete,
247653,"1124 Cambridge St, Cambridge, MA 02139",85-28,JP Restaurant & Bar,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking (Pf)",10/19/2023 12:00:00 AM,11/09/2023 12:00:00 AM,10/19/2023 12:00:00 AM,11/09/2023 12:00:00 AM,Complete,POINT (-71.095921 42.373008)
200918,"1124 Cambridge St, Cambridge, MA 02139",85-28,Midwest Grill,6-501.111 * ,Controlling Pests,10/31/2022 12:00:00 AM,11/09/2022 12:00:00 AM,10/31/2022 12:00:00 AM,11/08/2022 12:00:00 AM,Complete,POINT (-71.095921 42.373008)
246775,"239 Massachusetts Ave, Cambridge, MA 02139",70-51,Cambridge Pizza,4-202.12 ,"CIP Equipment (Pf, C)",10/17/2023 12:00:00 AM,11/06/2023 12:00:00 AM,10/17/2023 12:00:00 AM,10/27/2023 12:00:00 AM,Complete,POINT (-71.097144 42.36168)
180813,"12 Gilmore St, Cambridge, MA 02139",126-174,Moore Youth Center,6-501.111 * ,Controlling Pests,06/15/2022 12:00:00 AM,08/23/2022 12:00:00 AM,06/15/2022 12:00:00 AM,08/23/2022 12:00:00 AM,Complete,POINT (-71.111369 42.363977)
239757,,,Special Events,,,06/29/2023 12:00:00 AM,08/23/2023 12:00:00 AM,06/29/2023 12:00:00 AM,,Complete,
233587,"1357 Cambridge St, Cambridge, MA 02139",83-96,The Druid,4-501.114 ,"Chemical Sanitization – Temperature, pH, Concentration and Hardness",07/18/2023 12:00:00 AM,07/25/2023 12:00:00 AM,,07/25/2023 12:00:00 AM,Complete,POINT (-71.100144 42.373746)
190920,"330 Mt Auburn St, Cambridge, MA 02138",241-14,Mount Auburn Hospital Gift Shop,,,08/19/2022 12:00:00 AM,08/19/2022 12:00:00 AM,08/19/2022 12:00:00 AM,,Complete,POINT (-71.13585 42.374614)
234601,"1 Oxford St, Cambridge, MA 02138",143-17,GRIA Food Co,,,07/11/2023 12:00:00 AM,07/25/2023 12:00:00 AM,07/11/2023 12:00:00 AM,,Complete,POINT (-71.116688 42.376126)
253487,"358 Huron Ave, Cambridge, MA 02138",236-117,Formaggio Kitchen Cambridge ,,,12/26/2023 12:00:00 AM,01/03/2024 12:00:00 AM,12/26/2023 12:00:00 AM,,Complete,POINT (-71.138538 42.381121)
228057,"1121 Cambridge St, Cambridge, MA 02139",82-57,Clube Desportivo Failense, 6-501.12-.13 ,"Cleaning, Frequency and Restrictions for Floors, Walls, and Ceiling",06/08/2023 12:00:00 AM,06/30/2023 12:00:00 AM,06/08/2023 12:00:00 AM,06/22/2023 12:00:00 AM,Complete,POINT (-71.095861 42.373189)
237203,"580 Cambridge St, Cambridge, MA 02141",34-24,Rock and Roll Daycare,,,08/09/2023 12:00:00 AM,08/09/2023 12:00:00 AM,08/09/2023 12:00:00 AM,,Complete,POINT (-71.086039 42.371724)
233306,"878 Massachusetts Ave, Cambridge, MA 02139",119-7,TANJORE,3-305.11-.12 ,Food Storage-Preventing Contamination and Prohibited Areas,07/17/2023 12:00:00 AM,02/27/2024 12:00:00 AM,07/17/2023 12:00:00 AM,07/24/2023 12:00:00 AM,Complete,POINT (-71.107784 42.367767)
170417,"1324 Massachusetts Ave, Cambridge, MA 02138",160-24,Porcellian Club,3-501.17 ,"Time/Temperature Control for Safety Food, Date Marking",04/12/2022 12:00:00 AM,06/16/2022 12:00:00 AM,04/12/2022 12:00:00 AM,04/28/2022 12:00:00 AM,Complete,POINT (-71.117806 42.37297)
219249,"799 Main St, Cambridge, MA 02139",74-1,Bertucci's,,,04/20/2023 12:00:00 AM,04/21/2023 12:00:00 AM,04/20/2023 12:00:00 AM,,Complete,POINT (-71.097281 42.363357)
200299,"1246 Massachusetts Ave, Cambridge, MA 02138",133-53,Mr Bartley's Burger Cottage, 5-402.13 ,Conveying Sewage,10/26/2022 12:00:00 AM,11/30/2022 12:00:00 AM,10/26/2022 12:00:00 AM,11/30/2022 12:00:00 AM,Complete,POINT (-71.116149 42.372497)
239772,"17 Central Sq, Cambridge, MA 02139",105-82,India Pavilion Restaurant,"6-301.11-.12,.20 ","Handwashing Cleanser, Availability; Hand Drying Provision; Disposable Towels, Waste Receptacle (Pf)",08/21/2023 12:00:00 AM,08/31/2023 12:00:00 AM,08/21/2023 12:00:00 AM,08/30/2023 12:00:00 AM,Complete,POINT (-71.10476 42.365375)
234225,"1 Oxford St, Cambridge, MA 02138",143-17,Moonlight Farm,,,07/11/2023 12:00:00 AM,07/24/2023 12:00:00 AM,07/11/2023 12:00:00 AM,,Complete,POINT (-71.116688 42.376126)
210428,"299 Concord Ave, Cambridge, MA 02138",262-116,Cambridge Preschool of the Arts,,,02/09/2023 12:00:00 AM,02/10/2023 12:00:00 AM,02/09/2023 12:00:00 AM,,Complete,POINT (-71.1341 42.384072)
258978,"1121 Cambridge St, Cambridge, MA 02139",82-57,Clube Desportivo Failense, 4-501.110 ,"Mechanical Warewashing Equipment, Washing Solution Temperature (Pf)",02/15/2024 12:00:00 AM,03/07/2024 12:00:00 AM,02/15/2024 12:00:00 AM,03/01/2024 12:00:00 AM,Complete,POINT (-71.095861 42.373189)
193251,"465 Cambridge St, Cambridge, MA 02141",23-17,Dumpling Xuan, 6-501.18 ,Cleaning of Plumbing Fixtures-Maintaining Handwashing Facilities,08/31/2022 12:00:00 AM,09/16/2022 12:00:00 AM,08/31/2022 12:00:00 AM,09/12/2022 12:00:00 AM,Complete,POINT (-71.083984 42.371655)
196566,"1 One Kendall Square Complex, Unit 300, Cambridge, MA 02142",,Cambridge Brewing Company,3-301.11 [590.004(E)] *,Preventing Contamination from Hands ,09/27/2022 12:00:00 AM,10/04/2022 12:00:00 AM,09/27/2022 12:00:00 AM,10/04/2022 12:00:00 AM,Complete,POINT (-71.08964 42.367395)
200841,"101 Kinnaird St, Cambridge, MA 02139",122-199,MLK Preschool and Afterschool Programs, 5-103.11-.12 * ,Water Capacity and Pressure-Quantity and Availability,10/31/2022 12:00:00 AM,11/21/2022 12:00:00 AM,10/31/2022 12:00:00 AM,,Complete,POINT (-71.11263 42.367376)
239275,"21 Brattle St, Cambridge, MA 02138",169-46,Felipe's Taqueria,4-101.11,"Characteristics-Materials for Construction and Repair (P, C)",08/21/2023 12:00:00 AM,09/21/2023 12:00:00 AM,,08/28/2023 12:00:00 AM,Complete,POINT (-71.120491 42.373454)
197006,"795 Main St, Cambridge, MA 02139",74-1,Cloud and Spirits,"6-301.11-.12,.20 ","Handwashing Cleanser-Availability, Hand drying Provision/Disposable Towels, Waste Receptacle",09/29/2022 12:00:00 AM,10/21/2022 12:00:00 AM,09/29/2022 12:00:00 AM,10/20/2022 12:00:00 AM,Complete,POINT (-71.097131 42.363346)
237937,"105 Spring St, Cambridge, MA 02141",25-149,"East End House, Inc.",,,08/14/2023 12:00:00 AM,08/14/2023 12:00:00 AM,08/14/2023 12:00:00 AM,,Complete,POINT (-71.08305 42.369402)
234691,"1 Oxford St, Cambridge, MA 02138",143-17,Lemon Spot at Hanson's Farm,,,07/11/2023 12:00:00 AM,07/26/2023 12:00:00 AM,07/11/2023 12:00:00 AM,,Complete,POINT (-71.116688 42.376126)
225880,"2046 Massachusetts Ave, Cambridge, MA 02140",200-79,Shine Square Pub,6-202.11 ,"Light Bulbs, Protective Shielding",05/23/2023 12:00:00 AM,05/30/2023 12:00:00 AM,05/23/2023 12:00:00 AM,,Complete,POINT (-71.122565 42.390897)
207061,"468 Broadway, Cambridge, MA 02138",136-15,Broadway Marketplace,4-101.111 ,Nonfood-Contact Surfaces Materials,01/05/2023 12:00:00 AM,01/26/2023 12:00:00 AM,01/05/2023 12:00:00 AM,01/26/2023 12:00:00 AM,Complete,POINT (-71.113066 42.37396)
167477,"1105 Massachusetts Ave, Cambridge, MA 02138",134-56,Cafe Sushi, 4-501.110 ,"Mechanical Warewashing Equipment, Washing Solution Temperature",03/22/2022 12:00:00 AM,06/10/2022 12:00:00 AM,03/22/2022 12:00:00 AM,06/09/2022 12:00:00 AM,Complete,POINT (-71.113669 42.370851)
170047,"1815 Massachusetts Ave, Cambridge, MA 02140",152-51,Tampopo,6-501.14 ,"Cleaning Ventilation System, Nuisance and Discharge Prohibition",04/07/2022 12:00:00 AM,06/06/2022 12:00:00 AM,04/07/2022 12:00:00 AM,06/06/2022 12:00:00 AM,Complete,POINT (-71.118975 42.387136)
190053,"105 Spring St, Cambridge, MA 02141",25-149,East End House,4-101.16 ,Sponges Use Limitation,08/15/2022 12:00:00 AM,11/29/2022 12:00:00 AM,08/15/2022 12:00:00 AM,10/20/2022 12:00:00 AM,Complete,POINT (-71.08305 42.369402)
173786,"49 White St, Cambridge, MA 02140",179-87,AFC SUSHI @ STAR MARKET #0163,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",05/04/2022 12:00:00 AM,07/28/2022 12:00:00 AM,05/04/2022 12:00:00 AM,07/26/2022 12:00:00 AM,Complete,POINT (-71.118305 42.389711)
245131,"260 Lexington Ave, Cambridge, MA 02138",248-82,Fresh Pond Shell,,,10/02/2023 12:00:00 AM,10/03/2023 12:00:00 AM,10/02/2023 12:00:00 AM,,Complete,POINT (-71.142376 42.3831)
216632,"5 Arrow St, Cambridge, MA 02138",133-20,Faro Cafe,4-302.14 ,"Sanitizing Solutions, Testing Devices",03/30/2023 12:00:00 AM,04/07/2023 12:00:00 AM,,04/07/2023 12:00:00 AM,Complete,POINT (-71.114631 42.371205)
255143,"1 Bennett St, Cambridge, MA 02138",165-55,The Charles Hotel/Pronto,4-904.11 ,Kitchen and Tableware-Preventing Contamination (C),01/17/2024 12:00:00 AM,02/13/2024 12:00:00 AM,01/17/2024 12:00:00 AM,02/01/2024 12:00:00 AM,Complete,POINT (-71.122511 42.371992)
201850,"330 Mt Auburn St, Cambridge, MA 02138",241-14,Mount Auburn Hospital - Cafeteria,,,11/08/2022 12:00:00 AM,11/09/2022 12:00:00 AM,11/08/2022 12:00:00 AM,,Complete,POINT (-71.134234 42.374308)
202586,"3 Bow St, Cambridge, MA 02138",133-55,CEDC,4-501.114 ,"Chemical Sanitization – Temperature, pH, Concentration and Hardness",11/15/2022 12:00:00 AM,11/21/2022 12:00:00 AM,,11/21/2022 12:00:00 AM,Complete,POINT (-71.115756 42.371982)
228531,"2382 Massachusetts Ave, Cambridge, MA 02140",191-103,Qing Dao Garden,6-501.11 ,"Repairing-Premises, Structures, Attachments, and Fixtures-Method",06/12/2023 12:00:00 AM,02/13/2024 12:00:00 AM,,06/22/2023 12:00:00 AM,Complete,POINT (-71.129868 42.39686)
202592,"1238 Cambridge St, Cambridge, MA 02139",84-87,All Star Pizza Bar,3-302.12 ,Food Storage Containers Identified with Common Name of Food,11/14/2022 12:00:00 AM,11/29/2022 12:00:00 AM,11/14/2022 12:00:00 AM,11/29/2022 12:00:00 AM,Complete,POINT (-71.098097 42.373291)
208949,"66 Sherman St, Cambridge, MA 02140",203B-57,Cadbury Commons at Cambridge,3-501.13 ,Thawing,01/25/2023 12:00:00 AM,02/01/2023 12:00:00 AM,01/25/2023 12:00:00 AM,02/01/2023 12:00:00 AM,Complete,POINT (-71.131557 42.387519)
206656,"820 Memorial Dr, Cambridge, MA 02139",129-55,MEMORIAL DRIVE SHELL,,,01/03/2023 12:00:00 AM,01/03/2023 12:00:00 AM,01/03/2023 12:00:00 AM,,Complete,POINT (-71.115691 42.361794)
231251,"96 Winthrop St, Cambridge, MA 02138",162-19,The Boiling Crab,,,06/26/2023 12:00:00 AM,07/03/2023 12:00:00 AM,06/26/2023 12:00:00 AM,,Complete,POINT (-71.121079 42.372361)
239674,"600 Technology Sq, Cambridge, MA 02142",43A-21,Al’s,8-301.11,Prerequisite for Operation,08/22/2023 12:00:00 AM,10/05/2023 12:00:00 AM,08/22/2023 12:00:00 AM,10/04/2023 12:00:00 AM,Complete,POINT (-71.093062 42.363078)
163877,"425 Cambridge St, Cambridge, MA 02141",23-13,Le's Sushi Bar and Restaurant,3-304.11 *,Food Contact with Equipment and Utensils,01/04/2022 12:00:00 AM,08/23/2022 12:00:00 AM,01/04/2022 12:00:00 AM,,Complete,POINT (-71.083222 42.371552)
239755,"3 Church St, Cambridge, MA 02138",169-79,"First Parish in Cambridge, Tuesday Meals Program",3-501.16 (A)(2) and (B),"Time/Temperature Control for Safety Food, Hot and Cold Holding (P)",08/17/2023 12:00:00 AM,08/23/2023 12:00:00 AM,08/17/2023 12:00:00 AM,,Complete,POINT (-71.119573 42.374464)
200678,"330 River St, Cambridge, MA 02139",128-63,Walgreens #19487, 6-501.14 ,"Cleaning Ventilation System, Nuisance and Discharge Prohibition",10/28/2022 12:00:00 AM,02/23/2023 12:00:00 AM,10/28/2022 12:00:00 AM,12/13/2022 12:00:00 AM,Complete,POINT (-71.114017 42.361823)
187227,"1706 Massachusetts Ave, Cambridge, MA 02138",174-73,Harvard House of Pizza,6-501.12-.13 ,"Cleaning, Frequency and Restrictions for Floors, Walls, and Ceiling",07/26/2022 12:00:00 AM,10/26/2022 12:00:00 AM,,10/05/2022 12:00:00 AM,Complete,POINT (-71.119762 42.383305)
219748,"424 Cambridge St, Cambridge, MA 02141",23-65,Skampa Place, 6-501.12-.13 ,"Cleaning, Frequency and Restrictions for Floors, Walls, and Ceiling",04/25/2023 12:00:00 AM,05/25/2023 12:00:00 AM,04/25/2023 12:00:00 AM,05/09/2023 12:00:00 AM,Complete,POINT (-71.083268 42.371371)
196759,"1 Bow St, Cambridge, MA 02138",133-51,Hokkaido Ramen Santouka,6-501.111 * ,Controlling Pests,09/28/2022 12:00:00 AM,10/27/2022 12:00:00 AM,09/28/2022 12:00:00 AM,10/12/2022 12:00:00 AM,Complete,POINT (-71.115817 42.372204)
220792,"2269 Massachusetts Ave, Cambridge, MA 02140",182-8,Cafe Barada,6-501.12-.13 ,"Cleaning, Frequency and Restrictions for Floors, Walls, and Ceiling",04/27/2023 12:00:00 AM,10/18/2023 12:00:00 AM,04/27/2023 12:00:00 AM,07/05/2023 12:00:00 AM,Complete,POINT (-71.126962 42.394762)
205330,"15 White St, Cambridge, MA 02140",179-87,The Halal Guys,,,12/13/2022 12:00:00 AM,12/14/2022 12:00:00 AM,12/13/2022 12:00:00 AM,,Complete,POINT (-71.119139 42.38946)
206370,"32 Vassar St, Cambridge, MA 02142",52A-21,Technology Childcare Center @ Stata,,,12/16/2022 12:00:00 AM,12/29/2022 12:00:00 AM,12/16/2022 12:00:00 AM,,Complete,POINT (-71.091342 42.36174)
224748,"20 Prospect St, Cambridge, MA 02139",90-161,Donut Villa Diner,?	4-904.11 ,Kitchen and Tableware-Preventing Contamination,05/22/2023 12:00:00 AM,06/07/2023 12:00:00 AM,05/22/2023 12:00:00 AM,06/07/2023 12:00:00 AM,Complete,POINT (-71.103554 42.365861)
207492,"92 Winthrop St, Cambridge, MA 02138",162-54,Shake Shack,4-601.11 *,"Equipment, Food-Contact Surfaces, and Utensils Clean",01/10/2023 12:00:00 AM,01/17/2023 12:00:00 AM,,01/17/2023 12:00:00 AM,Complete,POINT (-71.121001 42.372327)
206785,"60 Church St, Cambridge, MA 02138",169-84,Wholesome Fresh, 4-204.11 ,"Ventilation Hood Systems, Drip Prevention",01/03/2023 12:00:00 AM,02/13/2023 12:00:00 AM,01/03/2023 12:00:00 AM,01/11/2023 12:00:00 AM,Complete,POINT (-71.121038 42.374055)
219942,"11 Russell St, Cambridge, MA 02140",181-190,CASPAR INC Womanplace,,,04/26/2023 12:00:00 AM,04/26/2023 12:00:00 AM,04/26/2023 12:00:00 AM,,Complete,POINT (-71.123153 42.392433)
196970,"10 Wilson Rd, Cambridge, MA 02138",267.4-307,Kendall Kitchen at the Quad,3-302.11 (A 1&2) *,"Packaged and Unpackaged Food – Separation, Packaging, and Segregation",09/28/2022 12:00:00 AM,12/19/2022 12:00:00 AM,09/28/2022 12:00:00 AM,10/05/2022 12:00:00 AM,Complete,POINT (-71.150137 42.392331)
207827,"1712 Massachusetts Ave, Cambridge, MA 02138",175-84,ChangSho Restaurant,3-305.11-.12 ,Food Storage-Preventing Contamination and Prohibited Areas,01/11/2023 12:00:00 AM,02/21/2023 12:00:00 AM,01/11/2023 12:00:00 AM,02/09/2023 12:00:00 AM,Complete,POINT (-71.119732 42.383524)
178713,"40 Granite St, Cambridge, MA 02139",99-81,Morse Preschool & Afterschool Programs,4-602.13 ,Non-Food Contact Surfaces Clean-Frequency,06/02/2022 12:00:00 AM,09/14/2022 12:00:00 AM,,06/09/2022 12:00:00 AM,Complete,POINT (-71.112745 42.356146)
237349,"25 White St, Cambridge, MA 02140",179-87,Cafe Zing,3-701.11 ,"Discarding or Reconditioning Unsafe, Adulterated, or Contaminated Food (P)",08/08/2023 12:00:00 AM,09/29/2023 12:00:00 AM,08/08/2023 12:00:00 AM,09/18/2023 12:00:00 AM,Complete,POINT (-71.118848 42.389619)
197912,"187 Hampshire St, Cambridge, MA 02139",84-12,Beauty's Pizza,6-501.111 * ,Controlling Pests,10/05/2022 12:00:00 AM,10/14/2022 12:00:00 AM,10/05/2022 12:00:00 AM,10/14/2022 12:00:00 AM,Complete,POINT (-71.099431 42.372755)
202910,"1 Education Circle, Cambridge, MA 02141",,Hult Student Lounge,,,11/18/2022 12:00:00 AM,11/18/2022 12:00:00 AM,11/18/2022 12:00:00 AM,,Complete,POINT (-71.069197 42.36938)
261672,"345 Cambridge St, Cambridge, MA 02141",23-38,Arams #2 Pizza,,,03/12/2024 12:00:00 AM,03/13/2024 12:00:00 AM,03/12/2024 12:00:00 AM,,Complete,POINT (-71.081793 42.371375)
200301,"407 Concord Ave, Cambridge, MA 02138",261-112,La saison,3-602.11 [590.004 (J)] *,Packaged Foods-Properly Labeled,10/26/2022 12:00:00 AM,12/20/2022 12:00:00 AM,10/26/2022 12:00:00 AM,12/19/2022 12:00:00 AM,Complete,POINT (-71.137995 42.385891)
214232,"291 Third St, Cambridge, MA 02142",29-34,Batifol,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",03/09/2023 12:00:00 AM,04/05/2023 12:00:00 AM,03/09/2023 12:00:00 AM,04/05/2023 12:00:00 AM,Complete,POINT (-71.083264 42.364626)
222394,"2030 Massachusetts Ave, Cambridge, MA 02140",200-68,Andy's Diner,3-305.11-.12 ,Food Storage-Preventing Contamination and Prohibited Areas,05/04/2023 12:00:00 AM,07/27/2023 12:00:00 AM,05/04/2023 12:00:00 AM,05/30/2023 12:00:00 AM,Complete,POINT (-71.122124 42.390694)
207369,"1312 Massachusetts Ave, Cambridge, MA 02138",160-25,"J.P. Licks at Harvard Square, Inc.",4-601.11 *,"Equipment, Food-Contact Surfaces, and Utensils Clean",01/09/2023 12:00:00 AM,01/17/2023 12:00:00 AM,01/09/2023 12:00:00 AM,01/17/2023 12:00:00 AM,Complete,POINT (-71.11751 42.372894)
237007,,,Baldwin School ,,,08/08/2023 12:00:00 AM,08/09/2023 12:00:00 AM,08/08/2023 12:00:00 AM,,Complete,
234222,"2388 Massachusetts Ave, Cambridge, MA 02140",191-103,Joe Sent Me,6-501.111 * ,Controlling Pests,07/10/2023 12:00:00 AM,10/03/2023 12:00:00 AM,07/10/2023 12:00:00 AM,08/14/2023 12:00:00 AM,Complete,POINT (-71.129961 42.396943)
199892,"169 Harvard St, Cambridge, MA 02139",76-62,Pikalo Empanadas,,,10/24/2022 12:00:00 AM,10/24/2022 12:00:00 AM,10/24/2022 12:00:00 AM,,Complete,POINT (-71.095606 42.366212)
195213,"84 Massachusetts Ave, Cambridge, MA 02139",57-169,MIT Kitchen ,,,09/13/2022 12:00:00 AM,09/16/2022 12:00:00 AM,09/13/2022 12:00:00 AM,,Complete,POINT (-71.094618 42.358884)
234400,,,Ava's Catering,,,07/24/2023 12:00:00 AM,07/24/2023 12:00:00 AM,07/24/2023 12:00:00 AM,,Complete,
212010,"330 Mt Auburn St, Cambridge, MA 02138",241-14,Mount Auburn Hospital - Cafeteria,4-501.12 ,Cutting Surfaces,02/22/2023 12:00:00 AM,03/23/2023 12:00:00 AM,02/22/2023 12:00:00 AM,03/22/2023 12:00:00 AM,Complete,POINT (-71.134234 42.374308)
231707,"902-912 MASSACHUSETTS AVE, Cambridge, MA 02139",,"Mass Ave Diner, Plough and Star, Barber Shop, Dana Hill Liquors",6-501.114 ,"Maintaining Premises, Unnecessary Items and Litter",07/06/2023 12:00:00 AM,08/15/2023 12:00:00 AM,07/06/2023 12:00:00 AM,07/27/2023 12:00:00 AM,Complete,POINT (-71.108727 42.368172)
248155,"485 Massachusetts Ave, Cambridge, MA 02139",91-87,Happy Lamb Hot Pot,6-305.11 ,Designation-Dressing Areas and Lockers (C),10/26/2023 12:00:00 AM,11/20/2023 12:00:00 AM,10/26/2023 12:00:00 AM,11/09/2023 12:00:00 AM,Complete,POINT (-71.101293 42.364154)
216907,"600 Massachusetts Ave, Cambridge, MA 02139",106-124,Supreme Liquors,3-701.11 *,"Discarding or Reconditioning Unsafe, Adulterated, or Contaminated Food",03/31/2023 12:00:00 AM,04/07/2023 12:00:00 AM,03/31/2023 12:00:00 AM,03/31/2023 12:00:00 AM,Complete,POINT (-71.103228 42.364929)
186853,"1815 Massachusetts Ave, Cambridge, MA 02140",152-17,Sapporo Ramen,4-501.112,Mechanical Warewashing Equipment – Hot Water Sanitization Temperatures,07/25/2022 12:00:00 AM,09/07/2022 12:00:00 AM,07/25/2022 12:00:00 AM,08/25/2022 12:00:00 AM,Complete,POINT (-71.118975 42.387136)
166391,"1105 Massachusetts Ave, Cambridge, MA 02138",134-56,Cilantro Grill,,,03/16/2022 12:00:00 AM,03/22/2022 12:00:00 AM,03/16/2022 12:00:00 AM,,Complete,POINT (-71.113669 42.370851)
196734,"35 Landsdowne St, Cambridge, MA 02139",69-179,Takeda Eurest,3-501.16 *,"Potentially Hazardous Food, Hot and Cold Holding",09/28/2022 12:00:00 AM,11/08/2022 12:00:00 AM,09/28/2022 12:00:00 AM,10/05/2022 12:00:00 AM,Complete,POINT (-71.100192 42.360999)
180694,"40 Brattle St, Cambridge, MA 02138",168-33,Alden & Harlow ,6-501.12-.13 ,"Cleaning, Frequency and Restrictions for Floors, Walls, and Ceiling",06/13/2022 12:00:00 AM,08/02/2022 12:00:00 AM,06/13/2022 12:00:00 AM,06/23/2022 12:00:00 AM,Complete,POINT (-71.121362 42.373628)
208799,"40 Land Blvd, Cambridge, MA 02142",9-31,ArtBar, 6-501.14 ,"Cleaning Ventilation System, Nuisance and Discharge Prohibition",01/24/2023 12:00:00 AM,02/01/2023 12:00:00 AM,01/24/2023 12:00:00 AM,,Complete,POINT (-71.074884 42.366851)
186930,"134 Hampshire St, Cambridge, MA 02139",86-111,Oleana Restaurant,	4-602.13 ,Non-Food Contact Surfaces Clean-Frequency,07/26/2022 12:00:00 AM,08/02/2022 12:00:00 AM,07/26/2022 12:00:00 AM,08/02/2022 12:00:00 AM,Complete,POINT (-71.097126 42.370554)
215639,"320 Memorial Dr, Cambridge, MA 02139",58-95,McCormick Dining,4-903.11-.12 ,"Equipment, Utensils, Linens and Single-Service/Use Articles-Storing & Prohibitions",03/22/2023 12:00:00 AM,05/10/2023 12:00:00 AM,03/22/2023 12:00:00 AM,05/10/2023 12:00:00 AM,Complete,POINT (-71.09452 42.357347)
251543,"20 Prospect St, Cambridge, MA 02139",90-161,Donut Villa Diner,4-202.15 ,Can Openers (C),12/05/2023 12:00:00 AM,02/14/2024 12:00:00 AM,12/05/2023 12:00:00 AM,12/18/2023 12:00:00 AM,Complete,POINT (-71.103554 42.365861)
188071,"158 Spring St, Cambridge, MA 02141",33-93,Summer Food Program,,,08/02/2022 12:00:00 AM,08/02/2022 12:00:00 AM,08/02/2022 12:00:00 AM,,Complete,POINT (-71.08664 42.369574)
191204,"1334 Cambridge St, Cambridge, MA 02139",84-91,"S&S Restaurant & Delicatessan, Inc.",4-202.11 * ,Food-Contact Surfaces Designed and Construction,08/15/2022 12:00:00 AM,09/19/2022 12:00:00 AM,,08/23/2022 12:00:00 AM,Complete,POINT (-71.09976 42.373502)
204502,"9 White St, Cambridge, MA 02140",179-87,Soup Shack,3-501.13 ,Thawing,12/05/2022 12:00:00 AM,12/15/2022 12:00:00 AM,12/05/2022 12:00:00 AM,12/14/2022 12:00:00 AM,Complete,POINT (-71.119332 42.389354)
236168,"777 Memorial Dr, Cambridge, MA 02139",100-68,Bisuteki Japanese Steakhouse,4-601.13,Nonfood Contact Surfaces (C),08/02/2023 12:00:00 AM,08/14/2023 12:00:00 AM,,08/09/2023 12:00:00 AM,Complete,POINT (-71.114978 42.35876)
206796,"245 Massachusetts Ave, Cambridge, MA 02139",70-51,Beantown Taqueria,3-501.14-.15 ,Proper Cooling and Cooling Methods of PHF,01/04/2023 12:00:00 AM,03/28/2023 12:00:00 AM,01/04/2023 12:00:00 AM,01/12/2023 12:00:00 AM,Complete,POINT (-71.097241 42.361739)
233306,"878 Massachusetts Ave, Cambridge, MA 02139",119-7,TANJORE,4-802.11 ,Clean Linens-Frequency,07/17/2023 12:00:00 AM,02/27/2024 12:00:00 AM,07/17/2023 12:00:00 AM,07/24/2023 12:00:00 AM,Complete,POINT (-71.107784 42.367767)
206362,"44 Brattle St, Cambridge, MA 02138",168-13,Harvest,6-501.112 ,"Removing Dead or Trapped Birds, Insects, Rodents, and Other Pests",12/28/2022 12:00:00 AM,01/05/2023 12:00:00 AM,12/28/2022 12:00:00 AM,01/05/2023 12:00:00 AM,Complete,POINT (-71.12158 42.373915)
169622,"44 Brattle St, Cambridge, MA 02138",168-13,Harvest,4-501.12 ,Cutting Surfaces,04/05/2022 12:00:00 AM,05/10/2022 12:00:00 AM,04/05/2022 12:00:00 AM,05/02/2022 12:00:00 AM,Complete,POINT (-71.12158 42.373915)
